To answer your question of me, describing a situation where I have positively. Influence others I will say that I'm working as a front desk. Manager I have to do that on a regular basis for one. Incident I could remember is a patient came in very angry and very upset about their appointment, which they went to my coworker and she she sent them over to me. An I was able to get their appointment situated and still kept a positive attitude and the patient left very happy. And. After that was over with my coworker came over and said thank you so much you handle that very well. An I'm gonna take what you did, and learn from that.	0
One time while working at a shoe store. We had a difficult customer. And instead of every it with my coworkers with a little annoyed by the customer. Instead of getting annoyed I took my time to listen thoroughly to with the customer needed everyone watched as I patiently. Accommodated the customer in everyone saw how I accommodated her and he took notes and he took action in every time we had. A difficult customer people will remember how I handled that one customer and they followed suit.	0
Yes. And that I have a situation when our employees. There she needed to be relocated and we Talk to Her and the company to see if we can relocate her. Uh to the places she desire in hopefully. Um. She will be up. Happy there. Um doesn't first mover her life and we got she got a job there. We gotta transfer and she will be moving at the end of this month. So I think it was a very positive influence. To have somebody? Um achieve their dreams.	0
A situation where I was able to influence other positively. I would say I had a situation where my coworker wanted to resign and the reasons why, she wanted to resign were because you couldn't get a she couldn't get it a position that she wanted. But I didn't I didn't advisor do is keep on trying never give up and you know, just get yourself motivating fix your resume and you know, we could have done interview me and her you know, she was able to do that. In one side 1. She was able to do that. I notice, she applied for the position, she wanted that higher. So that actually hard to be changed her. I did that, so that you can know that even if I never get a negative impact on there, you can only keep trying.	0
So why did I come? Directions had somebody come back with a positive. OK so I work at Starbucks for 7 years and I worked at the downtown location here in San Antonio, TX. It would have a lot of tourists. They have lots of people come in an weekend early in the morning or weekend, there's comfortable. Always long lines and. A way that I would customize everybody and let him know that we're going to get him in and outgoing. In quality beverages and quality food. I would be on the front register and I would sort of like shut up. To the lines, they say things like Hey? Don't worry like we're going to help you guys out and. We're getting some temples for everybody to try and find that every time I did something I did that or something along those lines. It kind of uhm. If I put people's minds off of possibly being frustrated for waiting in line with the line went out the door. And the last time and I'm even smile and it just created an environment that they're having a good time. And I think that that that was that. That always helps and it was always positive and every time they came up my cash register, they were always like. OK, thank you for letting me know I actually appreciate sample, it 95% of the time, 99% of the time. Always come. Gave me back the energy that I give up that positive energy even though these people could possibly be frustrated. When I would give up that positive energy and make it would feel welcome and relax. It always came right back to it's always positive right after.	1
I have been a dance teacher for most of my life so my dad's teaching you format was always about positive iti. An only bring out the best of my students so that to me, I think was one of the best things I've ever done. Next to be applied attended which I missed very much.	0
40% less every morning, it was an opportunity to come into a chefs where maybe I was the first. Space that my coworkers after seeing so being their leader. It was a really great opportunity for me to come in and said. Really great attitude, but in some people aren't such warning people. So to come in every morning and say Good morning. Hi how we're going to have a great day today? I'm so excited to work with the rest of my team was really kind of my favorite part of that job because. I really got to come in and set the tone for the rest of my shift and make sure that. Hi everybody around you have to have a great day.	1
There's no specific situation that I can give where I am influenced the actions of others in a positive manner because that's something that I do every day. To me every day is a choice, where you can decide to be positive and be happy and help. Others an everyday I encourage people to make the decision to be happy and to go above and beyond for others.	0
A situation where I was able to positively impact others with what night. I gotta call while doing travel agency with universal. The guy was very upset so initially my first thought was to stay patient and calm him down. But the issue was that he just wanted to get a? Birthday package for his daughter, they were coming and celebrate her birthday on Top of her completing her cancer. Her cancer Medison, she was going through chemo and everything with that. I heard the anger and everything, but I also had to hear the thing about him coming here for a actual vacation. So I zoomed in on that Sir could you tell me a little bit more about your daughter NDN? Hum. Just from creating a package it mainly focusing on his daughter and her sickness and wanting her to have experience I'm nothing but happiness. He went from being upset and grumpy too. Pretty happy at the end. He even cried ideas, so I would say that would be my most. Memorable positive impact that I had having someone completely rude. Turn around and think me and even cry still touches me to this day.	0
So you might want to do bounties so I've been like told Maine and deposited 2, so don't let them. Nothing everything so I do not feel the influence.	0
I want to Disney World. Was my family? And it was during the summer so. During the summer it usually. Almost every day rings. So with my family from New York. They were kind of bummed out. That, it was raining and they wanted to leave. And I told him. No. No, we can wait we can wait it out. It'll it'll pass by. We don't need to leave. We don't need the ring to ruin our day at Disney World.	0
I remember one day somebody was crying and I was trying to know what's going on and I have been. Tell me about the problem. And there was nothing after after like I thought I could show an hour, 5 myself about that.	0
When I work for Publix supermarkets. I was in charge of raising money. For March of Dimes. And in that process we had to be number one and we had to raise the most money. I was able to positively. To influence others was to give incentives was to clap hands was to get everybody all enthusiastic about the process. An out of that we even get. Customers can also to be involved in his also which also made it. He added value from all of this we became airborne from that. And we got recognized. From the From our district, manager, as well, and that's how that works out and it worked out beautiful.	0
Working in the financial institution, our main goal worth was to open new accounts and we had a settlement account that we were expected to. Open each day. Now. Other people were marching we're getting discouraged because we were seeing the same people every day and they were asking the same questions pretty much. So when they were discouraged I started packing people there. I said, You know what let's work isn't saying. Let's get this done. Let's do. Let's make Phone calls. Let's talk to the people. Look at the return to see what we can best offer them an let's go outside and pull people in from outside you know. I just pretty much. Gave them I was the optimism to the pessimistic side and it was good to be able to. To tear people want and make them feel like they can complete the gold and by the way we were able to complete our goal. An I was able to go above and beyond. My goal of course, by putting those in those using those steps that we took. An make sure that my colleagues reach their goals as well.	0
Hello I actually currently work with Tesla we provide or uh actually offer 100,000.	0
A situation that can remember that I ended up possibly changing others. Will be being in college. I attended Savannah State University and we have a feast. IP Islands and every March time a lot of college students go through the beach to just enjoy. And after the after the events of each is always dirty and you know messed up everywhere and someone here. I decided to tell my friends. Hey let's pick up in the morning. The next day. Let's get a group then let's go out there and. And to clean and this is not something like a community orders to do this is just something that. I came up with so go ahead and clean the beat and from there, I would say every year now at. A lot of students from taking finished it themselves to go out in the morning or even right after the event. The beach instead of waiting for the person completely beach, or for it to be on the news, saying Oh college students. I'm just trying to beat and I'm very proud of myself because I definitely do think that I was one of the major. People should make that effects in I I started that and now everybody's building.	0
Describe a situation and my background is real estate. I've coached on 8 new agents. So teaching an? Helping them to do their real estate. Career with the real estate career has recovered confidence on I recently offered my other position that I had my customer service manager. I had a young lady, who started working with us and I encouraged her to continue her education and. Hum. At this job is only a stepping stone to get her to where she wanted to be an I was able to do that, she was. She was able to leave her position with us. Anna went to school. And it's very successful doing her schooling and it's very, very happy again in my career in real estate. I can come up with so many different ones, helping new buyers training them teaching them everything about owning a property. The steps to get up there, I'm gonna miss scared and it's just. The whole. The whole process can be so easy. Just caring about them, and helping them. It turns out to be very passionate selling cars now, they don't also and they have their family.	1
So when I was in college. I went to the University of South Florida in Tampa. And I took an earmark or so it's an emergency medical responder course. And I had such a tremendous time when I learned so much and I just wanted to inspire everyone else. So I started to do teacher assistant. And so come in every Thursday and for 4 hours, it would just help everyone and motivate everyone. And eventually became like a teacher assistant on campus to help all the students and inspire everyone to continue to do. Emergency medicine and it was so much fun I loved it.	1
A lot of my classmates that I recently graduated with from community errors. Flight attendant training. We all are looking into the mainline eventually so we've all been just trying to keep each other encouraged. So actually I'm signed up for a website called flight attendant correct connection and I just. Eventually spread the word to my colleagues at him. Now he's in it for this website, you can be updated whenever. Mainline airlines are hiring so I feel like that's pretty impactful and. A great way to help someone else. Positive ball rolling or just gross.	0
A situation where I am able to positively to influence the act of others is when. I've been a Girl Scout for. 13 years and we always go through. Different community service projects and. Sometimes we have different disagreements between. Which project we want to do and we were trying to decide between a homeless shelter or to do? A man's garden. So I brought up the idea to people about school. Why don't we? Just to Amanda Garden for the homeless. So we were able to get together as a group of people and have a positive impact on our community. So I would go insane card in for the homeless and also provide food for us for local citizens.	0
The way that I. Provide good and positive interactions with within the company and within my team, I come into work everyday with good morale an positive iti. And I'm excited for the work day and what I'm going to experience. And. I'm very excited too. Be a part of frontier company and. I'm just come in with. Less than an optimistic view on everything. And I really enjoyed that and it makes me happy.	0
OK, so I work in a fine dining restaurant in banner. Elk NC and there's sometimes people who. I don't really want to do their job and for me, it was my job to possibly influence everybody to like get everyone excited it. Let's get everyone excited to once to their work and I was a really big part of that people were more excited to come to work. And I worked with our managers help that happen to motivate people because where I work is a really. Good place that focuses on hospitality and that's why I wanted to continue my growth in hospitality. By going to another level such as becoming a flight attendant and be able and being able to make a better impact or higher impact. In hospitality and customer service.	0
Hello. Yes, a situation where? I heard something. Recently, working for happy problem. I should mention her and being the admin. I had to deal with that and I took it upon myself. 2. Organize. To start that we had, and convenient way for others. Influence others. So organize their stock as well. Of course, the permission of the supervisor. Me organizing discuss made it easier for forklift drivers to complete and find items that were needed. Thank you.	0
Working at Disney I've been able to positively influence the actions of others by creating magic moments and it helps create. Memories for the just one example would be that we often times work with guest with special needs or disabilities. I'm speaking about the help accommodate them to get on the right help them transfer from wheelchair to the right vehicle. They enjoy those rides, they want to be treated like everyone else. Despite their disability once around the ride. They have a great time and they have a positive. And so that's one way that I would say that in my line of work currently that I've been able to positive. Positively affect others.	0
We are. We work in a hospital. We have so many things that should influence up voted early. Oh to do many things to help patient and people. And all over the world. Hum. We actually have a situation like guarding terrorist or poo poo. And how we Work with that with his position that should be Anna Teamwork and we should all work together toward the situation. And actually how positively we are working together as a team to fix. Our stuff one time. And that showed me how to do CPR to outpatient program properly and that was a great experience to have it. So that one situation realize that they cannot forget another business and he teaching a lot and this how. This how was the action to her possibly actively. Oh, thank you.	0
Hello fellas situation where I was able to positively influence other actions with when I was working at Cleveland Clinic. As a patient care nursing assistant we were working in the cardiovascular intensive care unit at the time and the workload at the moment was extremely heavy. I was working with alongside with four other patient care nursing assistance and. Like I've seen at the workload was extremely heavy for us and I notice that my colleague started to become a bit overwhelmed. I'm a bit. Frustrated so I knew that we still had a job to completely. We were there for an entire 12 hour shift and I knew that. It was our goal to make sure that we are assisting our customers and getting the job done and making sure that we are able to go home at the end of our share. And still being able to adequately take care of ourselves and our well being so throughout the entire 12 hour shift. I encourage my colleague so we will get through this. We tagteam multiple tasks together and there also helped the workflow up today. And I notice that was me remaining positive. And with me speaking positive out to them, an encouraging them. I did kinda notice a shift in their attitudes and it ships in their personalities. By the end of the shift. I basically continued to expressed to them. That will get through this. We are a team and as long as we're sticking together. We'll get through this regardless of how heavy the workload was and because I did that because I spoke positive and encourage my colleagues. They were happy by the end of their shift. We work we were kind of exhausted but we were uh. More happier than what we were before with before I even had the opportunity to speak with them about how we needed to get through our shift in how well. Will work together as a team to get it done? Thank you.	1
Moving down one time sorry only restart I'm so sorry. I started prematurely one time I was in a situation where somebody had been. Hurt really badly and I was able to keep everybody calm come together to help the individual on the safety level. And bring everybody together, we had some people that were bleeding and some people that were just really, really hurt. And by organizing and dying remaining calm and by moving people forward and keeping them focused we were able to. To get help for these people that were injured in this. Car accident and, in the process probably save A life. And move forward with their healing process once emergency responders were able to get there. Thank you.	0
On my currently work at Safeway in half or going on 13 years. I have a store manager asked me to calm the whole front end down 'cause there were checkers talking about. Other people and talk about stuff going on and she said any like the most positive person up here can you just? Calm him down and get him on offense positive mental thinking right. So I did, and I guess that's the way I talk to people helped. That process then I can get people to think positively and go in that right direction.	1
So I currently work in an office job full time in a customer service role and I noticed an issue with streamlining email basically. I work with I work internal and external so I work with customers outside of the company and then I have a heavy influence inside of the company as far as shipping and I just kind of notice that there's always these incidents where People who don't need to be copied on an email or getting copied and then that person feeling overwhelmed and overworked so I came up with the presentation. That was completely streamlined timer of ground to reply all button and just kinda said you know. You don't want People to think that they're not doing something they should be or. Or doing something that they need to be doing so I prepared this presentation and introduce her to my entire company that just kind of said. We need to make sure that only People who are necessary to being female trainer on this email training and then copy or blind property or you know completely you take off. People who aren't Ann. It's actually been really nice. Because this is about a month, 2 months ago and I've actually got to see a lot of People come up to me and say. Only graduated so helpful with that emails village was full. I just so much a stressed out. Make a difference in my coworkers an really value, the relationships. I have with them. So it's all really good to be able to make their job a little bit easier, even though they were probably already doing the work that they're still doing now just did not see that constant buildup of emails and feeling over words because of how much there is made me feel really, really good and also make them feel really, really good.	0
So time I was able to positively influence the actions of others so I'm an EMT and I worked. At a substance abuse facility. And there are a lot of things that go into that job very dynamic workplace and I remember I once had a client that was. Very upset and they're kind of lashing out and irritable. And things. Wanted everyone to know it sort of and there are a lot of people who are also in the same boat. For detoxing irritable and not good food. And I know as an EMT and just as a worker there. I need to be aware of how everyone is affecting everyone. And basically I was able to make that client so heard and understood and also make them more aware of their surroundings. And how they are influencing others. And I remember she was a person controllable and. After speaking with her and letting her feel safe and heard and also just kinda slow down a little bit. She was able to quiet down and also apologize to both myself and the clients around us and I remember it was the other my shift her thinking me. And letting me know that it's nice to be able to not just get hold it for things. And also just made. Sort of just to know that you're not alone in that you are assuming. So.	0
So there's actually been a few times that I've been able to positively influence the actions of others. At work for example, I had coworkers who have gotten. At home with him grumpy or angry ready to go and I have to use my attitude and help them. Basically gives their attitude. Oh my attitude positively positively influences people every day, so it works out well for me and a gift.	0
A timer I was able to positively influence. Others was during our.	0
I'm going to find the situation, which I was able to influence others to actual brothers previously at the job, I'm currently in now. My positive attitude with me in mind from Aeromist coming positive attitude. I couldn't set up. Sure, the information there my attitude and my and my behavior with others. When I come in and just be happy go lucky. With everything that's going on at like I'm just a happy person when I come in the door and I always just share that experience with. OK and just being with being with that being a person that comes in just. Happy everyday all day just wanted to be there be able to share the experience with other people and to make sure that. If their day is going bad. I won't be able to be that person to just up. List that person is to make sure that they are doing well. Doing well and able to go through the day as well.	0
One way I was able to positively influence. Others. Was one time? Yeah, I was working? Closely, with a coworker. To tackle a large party. Of maybe 30 people. And my coworker. Got in over her head as she was in the weed she's just very. Very. Frustrated and So I was able to pause and take her back down. I was able to calm her down, and explain to her that everything was going to be OK. That we were going to be able to get through it. I was able to talk to her and communicate effectively with her. And just to bring her back down to Earth. And. Yeah, so we We're able to regroup. And. We were able to get the job done. After we had spoken. And. We had happy customers.	1
Back in living well on the part of America Lauwers. I guess I was upset advisable because it was cold, so I ran down there. It says is OK. Got it. Right back upstairs came out very nice full form and his attitude was a lot better. He was very upset. I got the full resources. I said, and then maybe is there a lot more bearish, Mommy. He save me any access to my table again. Because what I did.	0
Well, I come from a very large family. I am one of 10 children, so I'm #9, so I have been positively influencing. People around me since I can remember. My youngest sister. She always wanted to like do everything I've done so I've always. Basically influence her to do the right things when. Someone's watching when no one else is watching I was raised that way. My parents and still that into me. And I always do that will work with my family with my friends. It comes very natural and good comes to those who do good.	0
Hi so 1 area that I have been able to probably influence others. In on the basketball court when I played in college. I was a great teammate, a great captain a great leader. And I was able to influence teammates that was under that was younger than me older than me by. First on the court and practices in drills traveling on the buses and then also in the classroom. I had a great. Average GPA average of around 36, Van Tire College and so a lot of my teammates went to me. You mean they looked up to me and I was able to help mold them, especially incoming freshman's I took a lot of leaves on those and I got. To either mentor specially know where their classes were where to go on campus and then the whole routine was sports. And how to manage both and time management and having been a full-time athlete in college so I actually was voted. Best teammate whenever I was playing basketball for my my college. And I said great praying that because that means that they looked up to me and that they really. We're influenced by my words in my actions.	1
Wow. A situation where I was positively influence action on others on I used to work in uh. Am cashier after cashier in the pharmacy an every time I will come to work. All happy and positive and all that influenced my coworkers to act the same man. You know from the word be a family, we would like to United and you know they always like all week and positive. Even when I'm having a bad day or situation that we see me smiling no matter what.	0
Knowing that I've been in positions where newcomers come aboard and they feel uncertain about certain situations. I am dead supervising. Excellent care for them and to take them under my wing says sure that they will perform well in Excel in. In fact, given to them.	0
So I went home. I used to be a passenger service at the airport and assume there's a situation. Most of coworkers. They don't know what to do 'cause they're nervous. For the passenger if it's a situation that's never happened before. So I took action, but I needed my coworkers to help me out. Well, so I said, Hey, baby, can you help me do this here Maria can you help me do the other thing while I go get the supervisor? And everybody flipped. With a positive 5 to help it Packer passenger in their family. So let me free.	1
Then I was working at the Ritz Carlton as I get server in a fine dining restaurant of the hotel. One of the whole space walk up to me asking for my health since I am assigned to serve. For the table of this one VIP cares that is very upset because he wasn't able to get back. Deformation that he had. Express the reservation in some reason the reservation did not win show so the table that is his favorite because he is. Yes, I just want to get in the restaurant. There wasn't able to get ahold of it because the verses. Reservation they don't want you So what I did is I also asked for the help of the Hostess. Organize this table. Well, nice talking to that with us. So what happen if I offered them some drinks and some refreshers and stay at the bar for the meeting. I'm well with waiting for the table to be ready. And as the time goes by. That upset VIP gases. Coming down because I was talking to him that. I am even telling him some. Places that they can enjoy in the city, while they are safe and after that, after like my mind. Approach even if he is upset about the regulation in the restaurant because it wasn't easy what happened is. He is really happy with the services that I give him and he even thanked me and he said that he appreciated. The services that I do for him, So what happened if for me best customer service is meeting your customers. And providing there. It's raining curb providing excellent service that is meeting their satisfaction.	1
Especially stoners, possibly I was able to positively influence. Others includes when I was working in a group project. In college are often acted as a leader so I really want others to work hard, so we get the best great that we could perceive. And I am I really just drove further back hurt all my team members. And.	0
On the time when I was able to influence on the positive action of others. The first thing that comes to mind is. My racing career on my raised my dirt bikes in the summer and I raised with a lot of little kids who look up to me and we go do a racing school as well so. Are my teaching kids? How to raise kind of the fundamentals of how having how to race in the? The correct way to race and how to stay safe out there and yeah, so just positively influencing these kids to be better than what they are. Meet their maximum potential absolutely.	1
In my current position, we deal with a lot of aircraft coming in having last minute plans and having to. Need catering done, or laundry services in a short time in one instance, we had an aircraft that had an extremely tight. Quick turn it was on the ground for about 30 minutes and they need it catering on when the. When the pilot called and range, he requested a few few items. I would need it to be delivered by the catering company. So I was able to you know try try to remain conference because it was the customers request and they would like to have it for filled. I was able to comfort hearing company and they they did. Our basic the best that they could to get there as soon as possible. To be able to fulfil their order so I I was able to process positively. Bring that the company the second company in and you know. Get them. So that they they were able to get the job done as well as some purpose, then my company. And it got late.	1
I believe working for the American Red Cross and actually a kids place in Tampa, Tampa, Tampa Bay Area. Over the volunteers and having another customer service. Hum. Sorry all the customer service that involves with working with the volunteers I think I. I think I am influenced the volunteers quite a bit is too. The principles and the model of the American Red Cross. And also for kids place with foster children, so as far as influencing people I think I did. Very well, I doing that.	0
So one situation everything girlfriend. That's hardly see influence others through his own little Black Friday in my Journal. OK. No one could find a manager or anything. So I need to help you see me come together. And you don't know exactly. And through the very, very experience, they said. My speech actually help from a cheese. American Legion inconsistencies and everything is he felt like I was the manager again. In a situation where? No. Free and everything so. He was very nervous at that moment when she told me everything so that means that the situation was over here.	0
Visitation. That I can say had an impact on someone was when one of my closest friends was. Trying to give up her. Professional. Opportunities because he was becoming very overwhelmed so we deal with it and. So after much attention into what really the issue was he finally understood that. Possible root for her, was to keep going because she would've regret not having try. Something I. You can see how to positively influence from someone.	1
At my job, I'm working retail and so I'm basically when we have a busy day or a lot of customers. You know the employees can sometimes get you know can anxious and kind of stressed out and so when I come in you know, I just try to make sure that. When it's a lot going on and it's a stressful situation. First of all you know, we have to remain calm. And I just tried it to basically tell them that everything's gonna be OK and I try to make sure that we're OK. We have the right materials and that we're actually helping people out and we're not. Trusting ourselves out because most importantly, our job is to help people make sure that the customers are satisfied. I'm sorry my job, I just pretty much just try to be a team player right. I can be a leader. If I have to but most importantly, I just try to make sure that the team. Is OK and then we all have the proper materials an that we handle the situation appropriately and effectively? And most importantly that we have the customers out. Thanks.	1
There was a time when I was in high school, where me in a few of my friends went to a party. An when we got there, we found out there was drinking at the party. Anne I immediately gathered around with my group of friends and explain to them that we didn't need to be here. The spectras this a couple of us were on the football thing I explained to them that because they were drinking there. We didn't really need to be here. So we immediately left the party we went back. To one of their houses and we just we set there, we want we watched movies. Almarion at that particular party. It was actually struck down because a neighbor called the cops on them, so being in that situation, we were smart enough to know. That we didn't need to be there. We didn't need to get involved with anything. They were doing. An I was glad that I was able to explain to everybody because during that time. A lot of People want to be. You know the quote Unquote Cool kids, but I understood the ramifications of what would happen. If we say that that party, especially since I was on the football team and another friend of mine was also on the football team.	0
Hawaii I don't know a lot of customers in the tax industry so when customers come in. I'm able to help. Them and others so I'm very friendly and I provide great customer service.	0
One of the examples in which I was able to positively influence the actions of others would probably be. VBS, which is a Vacation Bible school. We did in my hometown at a church that I attended. And I was put in charge of all the decorations and everything and one day we come in Ana Storm had kind of. Made everything messed up outside and so everyone was kinda bummed out and from there, I was able to Take Charge leadership. And we come up with, we came up with a plan in order to fix everything and from there. Everyone's attitude was kind of changed and they realized that it wasn't the end of the world. And so we were able to work together as a team and make everything we needed to make.	1
So the situation. That arose that allows me to talk into the region since the actions of others is. A couple weeks ago, I was too I was planning to go into to work I normally come into work. Early about 7:45 minutes about an hour and in that time span, like double front desk agent was having a difficult time with guest. I don't know I guess was not happy with the with the renovations that was going on our property. Oh, I do work for hotel by Marriott by the way and he just wasn't happening so I started came in and I stepped in. And I said, I'm sorry, Sir I was able to go ahead and. Respond his refund is the best positive and leaving this law go ahead and and come up with points as well. Since she wasn't Mary alarm remember and we were able to walk him over to our sister property, which is about less than half a mile away. Which includes breakfast as well and we were able to basically retain that guests including American family and and? Because of that my colleagues fall. I did, and he asked me how I can get him some pointers. And he was really happy that I was able to you know save not save the day, but just. Be able to retain our our loyal members is that's the one thing about it all is being able to retain remembers. And having a positive impact on them, even though the situation might be a little bit not satisfactory service people in this case. Renovations in our property.	0
